n,variability,zcorr,zerr1,zerr2,tcorr,terr1,terr2,total
34,1.000000,8961,1,1038,8934,1,1065,10000
35,1.000000,8589,0,1411,8546,0,1454,10000
36,5.000000,9108,688,204,9149,639,212,10000
38,1.000000,9398,2,600,9384,2,614,10000
36,7.000000,8960,1,1039,8933,1,1066,10000
40,3.000000,9047,0,953,9020,0,980,10000
38,1.000000,8578,0,1422,8535,0,1465,10000
39,1.000000,8264,0,1736,8234,0,1766,10000
36,5.000000,9341,3,656,9316,3,681,10000
36,3.000000,8558,0,1442,8525,0,1475,10000
33,5.000000,8879,0,1121,8847,0,1153,10000
34,5.000000,9089,671,240,9136,619,245,10000
38,7.000000,9145,633,222,9181,591,228,10000
39,9.000000,139675615380730,139675615370865,1413,8557,1,1442,10000
41,9.000000,9125,680,195,9166,638,196,10000
40,9.000000,9022,0,978,8998,0,1002,10000
40,3.000000,9159,634,207,9199,587,214,10000
32,9.000000,9316,4,680,9307,1,692,10000
37,9.000000,8583,0,1417,8549,0,1451,10000
38,5.000000,8999,0,1001,8972,0,1028,10000
38,3.000000,9094,681,225,9135,634,231,10000
37,9.000000,9383,3,614,9369,2,629,10000
39,7.000000,8238,0,1762,8202,0,1798,10000
37,7.000000,8612,0,1388,8581,0,1419,10000
41,1.000000,8654,0,1346,8624,0,1376,10000
41,9.000000,8615,0,1385,8585,0,1415,10000
40,1.000000,8203,0,1797,8169,0,1831,10000
32,9.000000,9088,664,248,9139,606,255,10000
35,1.000000,9348,3,649,9337,2,661,10000
38,1.000000,8918,2,139682320594840,8922,139675590704690,139675593537509,10000
34,3.000000,9042,748,210,9072,712,216,10000
38,1.000000,8243,0,1757,8190,0,1810,10000
33,1.000000,8126,0,1874,8083,0,1917,10000
41,9.000000,8293,0,1707,8247,0,1753,10000
33,9.000000,8912,0,1088,8879,0,1121,10000
36,3.000000,8936,1,1063,8907,1,1092,10000
38,7.000000,8618,0,1382,8576,0,1424,10000
40,3.000000,9403,1,596,9393,1,606,10000
36,7.000000,9148,665,187,9202,610,188,10000
41,1.000000,9144,643,213,9184,598,218,10000
35,7.000000,8518,2,1480,8482,2,1516,10000
35,7.000000,8925,0,1075,8886,0,1114,10000
40,5.000000,9124,662,214,9158,618,224,10000
35,5.000000,8972,0,1028,8949,0,1051,10000
35,5.000000,8164,1,1835,8110,1,1889,10000
38,5.000000,9368,4,628,9357,3,640,10000
36,9.000000,8597,0,1403,8556,0,1444,10000
35,9.000000,9340,2,658,9319,1,680,10000
40,7.000000,8662,0,1338,8629,0,1371,10000
33,9.000000,9350,2,648,9336,1,663,10000
38,7.000000,9369,2,629,9348,2,650,10000
41,3.000000,8676,0,1324,8650,0,1350,10000
38,9.000000,8274,0,1726,8224,0,1776,10000
38,5.000000,9099,693,208,9121,664,215,10000
34,7.000000,9382,4,614,9364,4,632,10000
35,7.000000,9093,695,212,9147,638,215,10000
41,5.000000,8628,0,1372,8598,0,1402,10000
41,7.000000,8656,0,1344,8626,0,1374,10000
40,3.000000,8255,0,1745,8212,0,1788,10000
34,7.000000,9088,685,227,9131,637,232,10000
34,3.000000,9334,7,659,9306,6,688,10000
37,5.000000,8168,0,1832,8112,0,1888,10000
36,3.000000,8193,1,1806,8139,1,1860,10000
39,3.000000,8598,0,1402,8568,0,1432,10000
34,1.000000,9101,680,219,9148,626,226,10000
40,5.000000,9398,3,599,9386,2,612,10000
40,9.000000,8264,1,1735,8230,1,1769,10000
36,9.000000,8157,0,1843,8097,0,1903,10000
40,9.000000,9171,635,194,9217,586,197,10000
39,3.000000,8257,0,1743,8226,0,1774,10000
41,7.000000,8253,0,1747,8219,0,1781,10000
41,7.000000,9171,632,197,9210,585,205,10000
41,1.000000,9341,3,656,9329,2,669,10000
39,1.000000,8616,0,1384,8585,0,1415,10000
37,5.000000,8584,0,1416,8549,0,1451,10000
36,3.000000,9132,668,200,9173,623,204,10000
35,3.000000,8172,0,1828,8123,0,1877,10000
35,3.000000,9119,695,186,9171,637,192,10000
41,7.000000,9394,1,605,9383,1,616,10000
40,7.000000,8975,1,1024,8933,1,1066,10000
39,5.000000,9193,630,177,9222,596,182,10000
37,3.000000,8976,12,1012,8944,12,1044,10000
41,5.000000,8269,3,1728,8223,3,1774,10000
35,3.000000,9387,4,609,9370,4,626,10000
38,3.000000,8240,1,1759,8204,1,1795,10000
35,9.000000,8960,0,1040,8935,0,1065,10000
39,5.000000,8250,0,1750,8211,0,1789,10000
38,5.000000,8254,8,1738,8205,8,1787,10000
37,1.000000,9403,5,592,9389,5,606,10000
40,5.000000,8203,0,1797,8154,0,1846,10000
39,1.000000,9123,688,189,9172,637,191,10000
34,9.000000,9335,10,655,9323,9,668,10000
41,1.000000,9002,1,997,8987,1,1012,10000
35,1.000000,8093,7,1900,8049,7,1944,10000
36,9.000000,9337,3,660,9324,2,674,10000
37,3.000000,8601,0,1399,8569,0,1431,10000
40,7.000000,9145,648,207,9179,609,212,10000
39,9.000000,9125,662,213,9163,618,219,10000
36,1.000000,9335,5,660,9319,5,676,10000
33,7.000000,8905,36,1059,8866,36,1098,10000
39,3.000000,8991,33,976,8971,33,996,10000
37,1.000000,8168,1,1831,8111,1,1888,10000
33,1.000000,8516,0,1484,8474,0,1526,10000
37,5.000000,8938,1,1061,8909,1,1090,10000
37,7.000000,9149,663,188,9186,621,193,10000
36,9.000000,9177,620,203,9200,586,214,10000
40,1.000000,8642,0,1358,8610,0,1390,10000
38,9.000000,9371,2,627,9354,1,645,10000
38,9.000000,9080,1,919,9049,1,950,10000
35,3.000000,8567,4,1429,8532,4,1464,10000
39,7.000000,9172,640,188,9217,592,191,10000
34,9.000000,8886,16,1098,8859,15,1126,10000
40,7.000000,9422,1,577,9402,1,597,10000
37,3.000000,8125,5,1870,8084,5,1911,10000
41,5.000000,9158,663,179,9197,620,183,10000
41,3.000000,8278,0,1722,8246,0,1754,10000
41,3.000000,9001,0,999,8983,0,1017,10000
39,5.000000,9395,0,605,9384,0,616,10000
38,9.000000,9189,608,203,9223,572,205,10000
40,1.000000,9386,2,612,9377,2,621,10000
40,1.000000,9188,653,159,9230,608,162,10000
41,5.000000,9330,61,609,9317,61,622,10000
41,9.000000,9003,2,995,8988,2,1010,10000
